N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1833.0,신한 인버스 구리 선물 ETN(H),5835.0,보합0,0.00%,0.0
1834.0,삼성 인버스 코스피 200 선물 ETN,11660.0,하락  30,-0.26%,0.0
1835.0,KODEX KRX300레버리지,11630.0,상승  125,+1.09%,0.0
1836.0,하나 레버리지 옥수수 선물 ETN(H),11620.0,하락  415,-3.45%,0.0
1837.0,RISE 5대그룹주,5795.0,상승  70,+1.22%,0.0
1838.0,메리츠 인버스 국채30년 ETN,11545.0,상승  30,+0.26%,0.0
1839.0,KODEX 미국ETF산업Top10 Indxx,17755.0,상승  145,+0.82%,0.0
1840.0,신한 S&P 인버스 유로 선물 ETN(H),11535.0,보합0,0.00%,0.0
1841.0,한국패러랠,144.0,상승  1,+0.70%,0.0
1842.0,미래에셋 천연가스 선물 ETN(H),1918.0,하락  23,-1.18%,0.0
1843.0,메리츠 3X 레버리지 국채10년 ETN,23010.0,보합0,0.00%,0.0
1844.0,N2 iSelect-WG 그린에너지 ESG ETN,11485.0,보합0,0.00%,0.0
1845.0,메리츠 인버스 2X 국채30년 ETN,11475.0,상승  220,+1.95%,0.0
1846.0,TIGER 한중반도체(합성),15300.0,보합0,0.00%,0.0
1847.0,메리츠 KAP 중국 위안화 ETN,11460.0,상승  5,+0.04%,0.0
1848.0,메리츠 국채5년 ETN,11450.0,보합0,0.00%,0.0
1849.0,KODEX 필수소비재,6350.0,하락  15,-0.24%,0.0
1850.0,KOSEF 물가채KIS,114295.0,하락  165,-0.14%,0.0
1851.0,SOL 반도체전공정,7360.0,상승  210,+2.94%,0.0
1852.0,메리츠 레버리지 국채3년 ETN,11380.0,보합0,0.00%,0.0
1853.0,한투 S&P 유럽탄소배출권 선물 ETN(H),11375.0,상승  285,+2.57%,0.0
1854.0,삼성 인버스 2X 항셍테크 ETN(H) B,11355.0,하락  175,-1.52%,0.0
1855.0,PLUS 글로벌수소&차세대연료전지,3905.0,상승  95,+2.49%,0.0
1856.0,메리츠 3X 레버리지 국채5년 ETN,22635.0,보합0,0.00%,0.0
1857.0,메리츠 레버리지 인도 루피화 ETN,22630.0,상승  55,+0.24%,0.0
1858.0,키움 레버리지 반도체TOP10 ETN,11230.0,보합0,0.00%,0.0
1859.0,KODEX 미국클린에너지나스닥,6995.0,상승  335,+5.03%,0.0
1860.0,SOL 국고채30년액티브,55950.0,하락  255,-0.45%,0.0
1861.0,메리츠 레버리지 대표 농산물 선물 ETN(H),11150.0,하락  260,-2.28%,0.0
1862.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),11145.0,보합0,0.00%,0.0
1863.0,메리츠 3X 레버리지 국채3년 ETN,22255.0,보합0,0.00%,0.0
1864.0,N2 레버리지 국채30년 ETN,22240.0,보합0,0.00%,0.0
1865.0,메리츠 국채3년 ETN,11115.0,보합0,0.00%,0.0
1866.0,메리츠 인버스 2X 금 선물 ETN(H),11080.0,보합0,0.00%,0.0
1867.0,한투 인버스 은 선물 ETN,11055.0,보합0,0.00%,0.0
1868.0,넥센우,3070.0,상승  15,+0.49%,500.0
1869.0,메리츠 인버스 3X 미국채30년 ETN,55095.0,하락  165,-0.30%,0.0
1870.0,메리츠 미국채10년 ETN,11015.0,상승  70,+0.64%,0.0
1871.0,KODEX MSCI밸류,10005.0,상승  55,+0.55%,0.0
1872.0,삼양사우,29700.0,하락  200,-0.67%,5000.0
1873.0,KB 인버스 2X 미국채 10년 선물 ETN,21970.0,보합0,0.00%,0.0
1874.0,HANARO K-뷰티,10970.0,상승  50,+0.46%,0.0
1875.0,N2 인버스 레버리지 금 선물 ETN(H),10970.0,상승  205,+1.90%,0.0
1876.0,TIGER 글로벌자원생산기업(합성 H),13670.0,하락  10,-0.07%,0.0
1877.0,메리츠 인버스 3X 미국채10년 ETN,54600.0,"상승  1,110",+2.08%,0.0
1878.0,한투 블룸버그 인도네시아 대표원자재 ETN,10890.0,보합0,0.00%,0.0
1879.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),10880.0,하락  365,-3.25%,0.0
1880.0,유유제약1우,4790.0,상승  60,+1.27%,1000.0
1881.0,KOSEF 미국블록버스터바이오테크의약품+,9860.0,상승  60,+0.61%,0.0
1882.0,한투 레버리지국채30년 ETN,21650.0,보합0,0.00%,0.0
1883.0,ACE 멕시코MSCI(합성),12020.0,하락  225,-1.84%,0.0
1884.0,TIGER MSCI KOREA ESG리더스,8765.0,상승  170,+1.98%,0.0
1885.0,메리츠 미국채30년 ETN,10750.0,상승  70,+0.66%,0.0
1886.0,ITF 200,33070.0,상승  515,+1.58%,0.0
1887.0,메리츠 레버리지 멕시코 페소화 ETN,21470.0,보합0,0.00%,0.0
1888.0,한투 인버스 2X 은 선물 ETN,10730.0,하락  95,-0.88%,0.0
1889.0,메리츠 인도 루피화 ETN,10710.0,보합0,0.00%,0.0
1890.0,KODEX MSCI Korea,15300.0,상승  215,+1.43%,0.0
1891.0,삼성 인버스 구리 선물 ETN(H),10690.0,하락  175,-1.61%,0.0
1892.0,메리츠 인버스 국채10년 ETN,10645.0,보합0,0.00%,0.0
1893.0,N2 US 500 ETN(H),15205.0,보합0,0.00%,0.0
1894.0,대원전선우,4060.0,하락  100,-2.40%,500.0
1895.0,신한 인버스 금 선물 ETN(H),5320.0,상승  35,+0.66%,0.0
1896.0,한투 인버스 금 선물 ETN,10595.0,상승  85,+0.81%,0.0
1897.0,KB 미국채 10년 ETN,10530.0,보합0,0.00%,0.0
1898.0,메리츠 멕시코 페소화 ETN,10480.0,보합0,0.00%,0.0
1899.0,KODEX 코스닥글로벌,10470.0,상승  15,+0.14%,0.0
1900.0,KODEX MSCI모멘텀,13050.0,상승  110,+0.85%,0.0
1901.0,ACE 2차전지&친환경차액티브,6940.0,상승  85,+1.24%,0.0
1902.0,KODEX 기계장비,7030.0,상승  45,+0.64%,0.0
1903.0,메리츠 KAP 일본 엔화 ETN,10360.0,상승  10,+0.10%,0.0
1904.0,RISE 200고배당커버드콜ATM,7950.0,하락  20,-0.25%,0.0
1905.0,KOSEF 고배당,10870.0,하락  90,-0.82%,0.0
1906.0,TIGER 미국달러선물레버리지,17190.0,상승  100,+0.59%,0.0
1907.0,한투 인버스 2X 일본 엔선물 ETN,10305.0,보합0,0.00%,0.0
1908.0,KoAct 미국천연가스인프라액티브,10305.0,상승  115,+1.13%,0.0
1909.0,메리츠 인버스 2X 국채10년 ETN,10285.0,상승  40,+0.39%,0.0
1910.0,N2 레버리지 국채10년 ETN,20490.0,보합0,0.00%,0.0
1911.0,삼성 일본니케이225선물 ETN(H),10230.0,보합0,0.00%,0.0
1912.0,JW중외제약우,29800.0,상승  200,+0.68%,2500.0
1913.0,KB 레버리지 미국채 10년 ETN,20295.0,보합0,0.00%,0.0
1914.0,히어로즈 미국달러SOFR금리액티브(합성),12510.0,상승  45,+0.36%,0.0
1915.0,KB 레버리지 미국채 10년 선물 ETN,20265.0,보합0,0.00%,0.0
1916.0,에셋플러스 글로벌대장장이액티브,19445.0,상승  340,+1.78%,0.0
1917.0,KoAct 미국뇌질환치료제액티브,10105.0,상승  110,+1.10%,0.0
1918.0,KB 미국채 30년 ETN,10085.0,보합0,0.00%,0.0
1919.0,메리츠 KAP 인버스 2X 일본 엔화 ETN,20135.0,하락  120,-0.59%,0.0
1920.0,한투 인버스 나스닥100 ETN B,10040.0,하락  95,-0.94%,0.0
1921.0,신한 S&P 유로 선물 ETN(H),10030.0,보합0,0.00%,0.0
1922.0,PLUS 일본엔화초단기국채(합성),10025.0,보합0,0.00%,0.0
1923.0,KOSEF 미국달러선물인버스2X,4450.0,상승  20,+0.45%,0.0
1924.0,메리츠 레버리지 국채10년 ETN,10010.0,하락  20,-0.20%,0.0
1925.0,신한 코스피 200 TR ETN,10000.0,상승  145,+1.47%,0.0
1926.0,신한 인버스 Russell 2000 ETN,9995.0,하락  140,-1.38%,0.0
1927.0,삼성 코스피 200 TR ETN,9955.0,상승  150,+1.53%,0.0
1928.0,한투 베트남 VN30 선물 ETN(H),9950.0,하락  40,-0.40%,0.0
1929.0,SOL 유럽탄소배출권선물S&P(H),11055.0,상승  175,+1.61%,0.0
1930.0,RISE 미국장기국채선물(H),8275.0,하락  65,-0.78%,0.0
1931.0,메리츠 인버스 국채5년 ETN,9925.0,보합0,0.00%,0.0
1932.0,RISE 중국MSCI China(H),8250.0,보합0,0.00%,0.0
1933.0,삼성 미국다우존스 ETN,9880.0,보합0,0.00%,0.0
1934.0,ACE 미국부동산리츠(합성 H),82205.0,"상승  1,505",+1.86%,0.0
1935.0,한투 3X레버리지국채30년 ETN,49290.0,보합0,0.00%,0.0
1936.0,HANARO 미국S&P500,16370.0,상승  225,+1.39%,0.0
1937.0,HANARO 글로벌반도체TOP10 SOLACTIVE,17840.0,상승  440,+2.53%,0.0
1938.0,HK 200,32700.0,상승  330,+1.02%,0.0
1939.0,KOSEF 블루칩,8150.0,상승  55,+0.68%,0.0
1940.0,N2 인버스 레버리지 WTI원유 선물 ETN(H),65.0,하락  3,-4.41%,0.0
1941.0,TIGER AI코리아그로스액티브,12185.0,상승  145,+1.20%,0.0
1942.0,메리츠 인버스 2X 국채3년 ETN,9730.0,보합0,0.00%,0.0
1943.0,SOL 미국500타겟커버드콜액티브,10800.0,상승  90,+0.84%,0.0
1944.0,RISE 바이오TOP10액티브,10210.0,하락  30,-0.29%,0.0
1945.0,한투 일본 엔선물 ETN C,9685.0,하락  5,-0.05%,0.0
1946.0,SOL 미국S&P500엔화노출(H),9685.0,상승  25,+0.26%,0.0
1947.0,메리츠 인버스 3X 국채3년 ETN,19360.0,보합0,0.00%,0.0
1948.0,KoAct 글로벌기후테크인프라액티브,16125.0,상승  630,+4.07%,0.0
1949.0,N2 S&P500 VIX S/T 선물 ETN D,4830.0,하락  170,-3.40%,0.0
1950.0,삼성 구리 선물 ETN(H),9660.0,상승  130,+1.36%,0.0
1951.0,한투 인버스 베트남 VN30 선물 ETN(H),9640.0,상승  35,+0.36%,0.0
1952.0,한투 플래티넘 선물 ETN,9620.0,상승  175,+1.85%,0.0
1953.0,KODEX 코스피대형주,12010.0,상승  155,+1.31%,0.0
1954.0,TRUSTON 코리아밸류업액티브,9545.0,하락  20,-0.21%,0.0
1955.0,FOCUS KRX300,15865.0,보합0,0.00%,0.0
1956.0,WON 한국부동산TOP3플러스,9485.0,상승  45,+0.48%,0.0
1957.0,마이티 바이오시밀러&CDMO액티브,9855.0,하락  5,-0.05%,0.0
1958.0,KODEX 200exTOP,11790.0,상승  95,+0.81%,0.0
1959.0,TIGER LG그룹+펀더멘털,6525.0,상승  40,+0.62%,0.0
1960.0,미래에셋 인도네시아 금속&에너지 Top5 ETN,9395.0,상승  105,+1.13%,0.0
1961.0,KODEX 기후변화솔루션,9390.0,상승  130,+1.40%,0.0
1962.0,KODEX 한중반도체(합성),15640.0,상승  45,+0.29%,0.0
1963.0,KOSEF KRX100,5210.0,상승  60,+1.17%,0.0
1964.0,메리츠 인버스 3X 국채5년 ETN,18750.0,보합0,0.00%,0.0
1965.0,KODEX 미국스마트모빌리티S&P,6245.0,상승  255,+4.26%,0.0
1966.0,KB 레버리지 은 선물 ETN(H),18680.0,상승  180,+0.97%,0.0
1967.0,RISE 코리아금융고배당,9280.0,하락  15,-0.16%,0.0
1968.0,신한 S&P 레버리지 유로 선물 ETN(H),9260.0,상승  45,+0.49%,0.0
1969.0,삼성 인버스 China A50 선물 ETN(H),9255.0,상승  90,+0.98%,0.0
1970.0,마이티 코스피100,25640.0,상승  345,+1.36%,0.0
1971.0,한투 3X레버리지미국채30년 ETN,45990.0,하락  555,-1.19%,0.0
1972.0,신한 코스닥 150 TR ETN,9195.0,상승  10,+0.11%,0.0
1973.0,KB 레버리지 미국채 30년 ETN,18370.0,하락  275,-1.47%,0.0
1974.0,TREX 펀더멘탈 200,36700.0,상승  130,+0.36%,0.0
1975.0,메리츠 인버스 2X 국채5년 ETN,9120.0,보합0,0.00%,0.0
1976.0,에셋플러스 글로벌일등기업포커스10액티브,15165.0,상승  255,+1.71%,0.0
1977.0,대덕1우,7500.0,상승  50,+0.67%,500.0
1978.0,메리츠 CSI 300 ETN,9060.0,보합0,0.00%,0.0
1979.0,TIMEFOLIO K컬처액티브,9040.0,하락  145,-1.58%,0.0
1980.0,RISE 미국반도체인버스(합성 H),20080.0,하락  430,-2.10%,0.0
1981.0,TIGER 탄소효율그린뉴딜,8180.0,상승  80,+0.99%,0.0
1982.0,한투 레버리지미국채30년 ETN,17915.0,보합0,0.00%,0.0
1983.0,삼성 인버스 코스닥 150 선물 ETN,8955.0,하락  20,-0.22%,0.0
1984.0,KB 코스닥 150 TR ETN,8930.0,보합0,0.00%,0.0
1985.0,KODEX 200 중소형,12755.0,상승  40,+0.31%,0.0
1986.0,KB STAR 50 ETN,8910.0,하락  10,-0.11%,0.0
1987.0,TIGER 은행,8555.0,상승  50,+0.59%,0.0
1988.0,PLUS 국채선물10년,55580.0,하락  240,-0.43%,0.0
1989.0,삼성 코스피 양매도 5% OTM ETN,8885.0,보합0,0.00%,0.0
1990.0,KOSEF 글로벌전력GRID인프라,11090.0,상승  110,+1.00%,0.0
1991.0,한투 레버리지 일본 엔선물 ETN C,8820.0,하락  5,-0.06%,0.0
1992.0,PLUS S&P글로벌인프라,17550.0,상승  160,+0.92%,0.0
1993.0,RISE 글로벌데이터센터리츠(합성),12440.0,상승  225,+1.84%,0.0
1994.0,KODEX K-뉴딜디지털플러스,7255.0,상승  30,+0.42%,0.0
1995.0,KODEX MSCI KOREA ESG유니버설,9670.0,보합0,0.00%,0.0
1996.0,KB 인버스 2X 구리 선물 ETN(H),17355.0,하락  530,-2.96%,0.0
1997.0,KB S&P 유럽탄소배출권 선물 ETN(H),8610.0,상승  85,+1.00%,0.0
1998.0,키움 조선TOP10 ETN,12280.0,하락  100,-0.81%,0.0
1999.0,신한 인버스 달러인덱스 선물 ETN(H),8585.0,상승  45,+0.53%,0.0
2000.0,키움 레버리지 바이오TOP10 ETN,17145.0,하락  330,-1.89%,0.0
2001.0,SOL 반도체후공정,10050.0,상승  365,+3.77%,0.0
2002.0,메리츠 인버스 3X 국채10년 ETN,17060.0,보합0,0.00%,0.0
2003.0,한투 인버스 유로스탁스50 ETN(H) C,8525.0,상승  40,+0.47%,0.0
2004.0,ACE 일라이릴리밸류체인,10650.0,상승  55,+0.52%,0.0
2005.0,TIGER 로우볼,12520.0,하락  25,-0.20%,0.0
2006.0,PLUS K리츠,6530.0,상승  15,+0.23%,0.0
2007.0,메리츠 대표 농산물 선물 ETN(H),8485.0,하락  125,-1.45%,0.0
2008.0,PLUS ESG성장주액티브,8070.0,상승  80,+1.00%,0.0
2009.0,N2 인버스 레버리지 은 선물 ETN(H),8465.0,하락  60,-0.70%,0.0
2010.0,메리츠 인버스 2X 은 선물 ETN(H),8460.0,하락  110,-1.28%,0.0
2011.0,PLUS 글로벌HBM반도체,16890.0,상승  695,+4.29%,0.0
2012.0,마이다스 일본테크액티브,22500.0,상승  280,+1.26%,0.0
2013.0,메리츠 KAP 인버스 2X 중국 위안화 ETN,16865.0,보합0,0.00%,0.0
2014.0,TIGER 코리아테크액티브,8580.0,상승  245,+2.94%,0.0
2015.0,KODEX 아시아AI반도체exChina액티브,16815.0,상승  430,+2.62%,0.0
2016.0,한투 S&P 엔달러 선물 ETN(H),8395.0,하락  20,-0.24%,0.0
2017.0,VITA 밸류알파액티브,11990.0,상승  105,+0.88%,0.0
2018.0,에셋플러스 코리아대장장이액티브,10480.0,하락  10,-0.10%,0.0
2019.0,N2 iSelect 배터리 재활용 Top10 ETN,8370.0,상승  80,+0.97%,0.0
2020.0,TIGER 이머징마켓MSCI레버리지(합성 H),7600.0,상승  15,+0.20%,0.0
2021.0,TIGER 금은선물(H),11910.0,하락  40,-0.33%,0.0
2022.0,KODEX iShares미국인플레이션국채액티브,11240.0,하락  30,-0.27%,0.0
2023.0,PLUS 코스피50,23040.0,상승  495,+2.20%,0.0
2024.0,HANARO 글로벌워터MSCI(합성),13750.0,상승  50,+0.36%,0.0
2025.0,HANARO 바이오코리아액티브,10300.0,하락  35,-0.34%,0.0
2026.0,ACE 글로벌빅파마,10295.0,하락  45,-0.44%,0.0
2027.0,SOL 차이나육성산업액티브(합성),7475.0,하락  55,-0.73%,0.0
2028.0,TIGER 모멘텀,29355.0,하락  125,-0.42%,0.0
2029.0,TIGER 미국S&P500선물인버스(H),2930.0,하락  30,-1.01%,0.0
2030.0,성신양회우,11120.0,상승  230,+2.11%,5000.0
2031.0,TRUSTON 주주가치액티브,11310.0,하락  50,-0.44%,0.0
2032.0,TIGER 차이나항셍25,18050.0,상승  210,+1.18%,0.0
2033.0,PLUS 글로벌AI,16170.0,상승  250,+1.57%,0.0
2034.0,삼성 인버스 금 선물 ETN(H),8070.0,상승  55,+0.69%,0.0
2035.0,PLUS TDF2060액티브,15135.0,상승  155,+1.03%,0.0
2036.0,ACE 일본TOPIX인버스(합성 H),2430.0,하락  10,-0.41%,0.0
2037.0,TIGER MKF배당귀족,12330.0,하락  15,-0.12%,0.0
2038.0,에셋플러스 글로벌영에이지액티브,15995.0,상승  240,+1.52%,0.0
2039.0,SOL 200 Top10,7980.0,상승  5,+0.06%,0.0
2040.0,TIGER 유로스탁스레버리지(합성 H),10630.0,하락  435,-3.93%,0.0
2041.0,HK S&P코리아로우볼,12635.0,보합0,0.00%,0.0
2042.0,RISE 미국빅데이터Top3채권혼합,15865.0,상승  255,+1.63%,0.0
2043.0,SOL KRX300,15805.0,상승  260,+1.67%,0.0
2044.0,신한 인버스 2X 미국달러 선물 ETN,3950.0,하락  40,-1.00%,0.0
2045.0,삼성 인버스 은 선물 ETN(H),7900.0,하락  60,-0.75%,0.0
2046.0,신한 레버리지 10년 국채선물 ETN,11230.0,보합0,0.00%,0.0
2047.0,KODEX 혁신기술테마액티브,13100.0,상승  160,+1.24%,0.0
2048.0,키움 KPOP ETN,7860.0,하락  15,-0.19%,0.0
2049.0,ACE 레버리지,6035.0,상승  205,+3.52%,0.0
2050.0,파워 고배당저변동성,32650.0,상승  20,+0.06%,0.0
2051.0,KOSEF 미국원유에너지기업,12040.0,상승  90,+0.75%,0.0
2052.0,TIGER KRX300,15540.0,상승  50,+0.32%,0.0
2053.0,KODEX KTOP30,15530.0,상승  105,+0.68%,0.0
2054.0,TIMEFOLIO K신재생에너지액티브,11075.0,상승  5,+0.05%,0.0
2055.0,KOSEF 코스닥글로벌,11060.0,상승  75,+0.68%,0.0
2056.0,TIGER 원유선물인버스(H),2665.0,하락  30,-1.11%,0.0
2057.0,KOSEF 미국ETF산업STOXX,15425.0,상승  170,+1.11%,0.0
2058.0,RISE 주식혼합,38415.0,상승  415,+1.09%,0.0
2059.0,KODEX 코스닥150롱코스피200숏선물,9570.0,하락  95,-0.98%,0.0
2060.0,KOSEF 미국방어배당성장나스닥,15305.0,상승  215,+1.42%,0.0
2061.0,SOL 자동차소부장Fn,8960.0,상승  185,+2.11%,0.0
2062.0,대신 인버스 천연가스 선물 ETN(H) B,7615.0,상승  60,+0.79%,0.0
2063.0,SOL 의료기기소부장Fn,9515.0,하락  125,-1.30%,0.0
2064.0,크라운제과우,9800.0,하락  170,-1.71%,200.0
2065.0,마이다스 중소형액티브,20155.0,상승  60,+0.30%,0.0
2066.0,TIMEFOLIO K이노베이션액티브,7520.0,상승  75,+1.01%,0.0
2067.0,에셋플러스 글로벌다이나믹시니어액티브,14450.0,상승  140,+0.98%,0.0
2068.0,TIGER 경기방어채권혼합,9375.0,하락  55,-0.58%,0.0
2069.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,1244.0,상승  26,+2.13%,0.0
2070.0,KODEX 200동일가중,10655.0,상승  90,+0.85%,0.0
2071.0,PLUS 200선물인버스2X,4960.0,하락  155,-3.03%,0.0
2072.0,KOSEF 의료AI,9890.0,상승  85,+0.87%,0.0
2073.0,HANARO 글로벌금채굴기업,13465.0,상승  5,+0.04%,0.0
2074.0,RISE 차이나항셍테크,7045.0,상승  75,+1.08%,0.0
2075.0,한화우,37050.0,하락  300,-0.80%,5000.0
2076.0,RISE 국채선물3년,54905.0,상승  175,+0.32%,0.0
2077.0,BNK 미래전략기술액티브,10510.0,상승  95,+0.91%,0.0
2078.0,RISE 일본섹터TOP4Plus,10505.0,하락  150,-1.41%,0.0
2079.0,KB 인버스 2X 항셍테크 선물 ETN,7350.0,하락  110,-1.47%,0.0
2080.0,KOSEF 차이나A50커넥트MSCI,9780.0,상승  15,+0.15%,0.0
2081.0,히어로즈 TDF2050액티브,14665.0,상승  115,+0.79%,0.0
2082.0,TIGER 미국나스닥넥스트100,14640.0,상승  300,+2.09%,0.0
2083.0,신한 인버스 은 선물 ETN(H),3660.0,하락  25,-0.68%,0.0
2084.0,HANARO 탄소효율그린뉴딜,8110.0,상승  75,+0.93%,0.0
2085.0,TIGER 증권,5600.0,하락  35,-0.62%,0.0
2086.0,HANARO 고배당,13225.0,하락  55,-0.41%,0.0
2087.0,KODEX 미국30년국채울트라선물인버스(H),12090.0,상승  140,+1.17%,0.0
2088.0,히어로즈 TDF2040액티브,14400.0,보합0,0.00%,0.0
2089.0,KOSEF K-반도체북미공급망,8390.0,상승  335,+4.16%,0.0
2090.0,KODEX 멀티팩터,11875.0,상승  10,+0.08%,0.0
2091.0,KOSEF Fn유전자혁신기술,9490.0,상승  180,+1.93%,0.0
2092.0,KB 레버리지 구리 선물 ETN(H),14185.0,상승  385,+2.79%,0.0
2093.0,메리츠 STAR 50 ETN,7090.0,보합0,0.00%,0.0
2094.0,하나 인버스 2X 코스닥150 선물 ETN,7080.0,하락  70,-0.98%,0.0
2095.0,신한 인버스 다우존스지수 선물 ETN(H),3540.0,하락  30,-0.84%,0.0
2096.0,노루홀딩스우,29000.0,하락  350,-1.19%,500.0
2097.0,PLUS TDF2050액티브,14120.0,상승  10,+0.07%,0.0
2098.0,RISE 미국장기국채선물레버리지(합성 H),5430.0,하락  115,-2.07%,0.0
2099.0,TIGER 우량가치,11180.0,하락  10,-0.09%,0.0
2100.0,RISE 헬스케어,14070.0,하락  5,-0.04%,0.0
2101.0,RISE 글로벌클린에너지,6355.0,상승  65,+1.03%,0.0
2102.0,대신 S&P 2X 천연가스 선물 ETN B,6980.0,하락  285,-3.92%,0.0
2103.0,TIGER 한중전기차(합성),8170.0,하락  40,-0.49%,0.0
2104.0,한투 S&P 레버리지 엔달러 선물 ETN(H),6940.0,하락  30,-0.43%,0.0
2105.0,한양증권우,13210.0,하락  60,-0.45%,5000.0
2106.0,KODEX K-이노베이션액티브,11520.0,상승  75,+0.66%,0.0
2107.0,UNICORN SK하이닉스밸류체인액티브,9840.0,상승  510,+5.47%,0.0
2108.0,신한 인버스 2X 10년 국채선물 ETN,9835.0,보합0,0.00%,0.0
2109.0,PLUS 200선물레버리지,27465.0,상승  860,+3.23%,0.0
2110.0,KOSEF 200선물인버스2X,2430.0,하락  85,-3.38%,0.0
2111.0,HANARO Fn5G산업,12425.0,상승  195,+1.59%,0.0
2112.0,KB 인버스 2X KOSPI 200 선물 ETN,13600.0,하락  455,-3.24%,0.0
2113.0,RISE KQ고배당,11310.0,상승  80,+0.71%,0.0
2114.0,히어로즈 TDF2030액티브,13570.0,상승  85,+0.63%,0.0
2115.0,PLUS 국채선물3년,56390.0,보합0,0.00%,0.0
2116.0,RISE 유로스탁스50(H),13520.0,하락  5,-0.04%,0.0
2117.0,WON 200,33715.0,상승  550,+1.66%,0.0
2118.0,KOSEF K-2차전지북미공급망,7485.0,상승  110,+1.49%,0.0
2119.0,KOSEF 200선물레버리지,13415.0,상승  385,+2.95%,0.0
2120.0,TREX 200,33510.0,상승  480,+1.45%,0.0
2121.0,SK증권우,1712.0,보합0,0.00%,500.0
2122.0,ACE 중국과창판STAR50,7400.0,하락  40,-0.54%,0.0
2123.0,KOSEF 독일DAX,13320.0,상승  90,+0.68%,0.0
2124.0,WON AI ESG액티브,8875.0,상승  35,+0.40%,0.0
2125.0,키움 바이오TOP10 ETN,9500.0,보합0,0.00%,0.0
2126.0,HANARO 글로벌탄소배출권선물ICE(합성),10170.0,상승  180,+1.80%,0.0
2127.0,RISE V&S셀렉트밸류,13215.0,상승  55,+0.42%,0.0
2128.0,RISE TDF2040액티브,13200.0,상승  85,+0.65%,0.0
2129.0,한화갤러리아우,2265.0,하락  25,-1.09%,500.0
2130.0,HANARO 전력설비투자,11880.0,상승  15,+0.13%,0.0
2131.0,KB 레버리지 콩 선물 ETN,13040.0,하락  95,-0.72%,0.0
2132.0,ACE 싱가포르리츠,13015.0,상승  145,+1.13%,0.0
2133.0,KOSEF 코스피100,24930.0,상승  370,+1.51%,0.0
2134.0,PLUS TDF2040액티브,12960.0,상승  55,+0.43%,0.0
2135.0,KODEX 국채선물10년인버스,53905.0,상승  155,+0.29%,0.0
2136.0,PLUS 글로벌AI인프라,12930.0,상승  555,+4.48%,0.0
2137.0,KODEX 콩선물(H),10705.0,하락  110,-1.02%,0.0
2138.0,PLUS 코스피,25640.0,상승  370,+1.46%,0.0
2139.0,ACE 코스피,25625.0,상승  275,+1.08%,0.0
2140.0,KOSEF K-테크TOP10,10670.0,상승  360,+3.49%,0.0
2141.0,삼성 인버스 2X 은 선물 ETN(H),640.0,하락  9,-1.39%,0.0
2142.0,RISE 국채선물10년,55010.0,하락  195,-0.35%,0.0
2143.0,RISE TDF2030액티브,12760.0,상승  155,+1.23%,0.0
2144.0,RISE KRX300,15890.0,상승  125,+0.79%,0.0
2145.0,PLUS 미국달러SOFR금리액티브(합성),59835.0,상승  185,+0.31%,0.0
2146.0,PLUS 고배당저변동50,12560.0,상승  15,+0.12%,0.0
2147.0,PLUS TDF2030액티브,12395.0,하락  60,-0.48%,0.0
2148.0,TIGER 코스피대형주,12360.0,상승  165,+1.35%,0.0
2149.0,TIGER MSCI KOREA ESG유니버설,9780.0,상승  95,+0.98%,0.0
2150.0,KODEX MSCI EM선물(H),8195.0,상승  75,+0.92%,0.0
2151.0,HANARO KRX300,15325.0,상승  160,+1.06%,0.0
2152.0,KB 인버스 2X S&P 500 선물 ETN,6125.0,하락  105,-1.69%,0.0
2153.0,TIGER 200커버드콜OTM,12150.0,상승  170,+1.42%,0.0
2154.0,KODEX 모멘텀Plus,12150.0,하락  60,-0.49%,0.0
2155.0,KODEX 최소변동성,10115.0,보합0,0.00%,0.0
2156.0,KODEX 차이나메타버스액티브,12115.0,상승  35,+0.29%,0.0
2157.0,RISE 글로벌비만산업TOP2+,10075.0,상승  80,+0.80%,0.0
2158.0,ACE 미국하이일드액티브(H),10030.0,상승  35,+0.35%,0.0
2159.0,SOL 한국형글로벌전기차&2차전지액티브,12000.0,상승  200,+1.69%,0.0
2160.0,TIGER 의료기기,14990.0,상승  125,+0.84%,0.0
2161.0,TIGER 우선주,10690.0,상승  10,+0.09%,0.0
2162.0,노루페인트우,12910.0,보합0,0.00%,500.0
2163.0,TIGER 코스닥글로벌,10685.0,하락  15,-0.14%,0.0
2164.0,PLUS 글로벌MSCI(합성 H),19575.0,상승  60,+0.31%,0.0
2165.0,TIGER 200커뮤니케이션서비스,18340.0,상승  280,+1.55%,0.0
2166.0,KODEX 한중전기차(합성),8375.0,보합0,0.00%,0.0
2167.0,TIGER KTOP30,7815.0,상승  90,+1.17%,0.0
2168.0,ACE 중국본토CSI300레버리지(합성),3085.0,하락  30,-0.96%,0.0
2169.0,PLUS ESG가치주액티브,7815.0,상승  90,+1.17%,0.0
2170.0,SOL 미국테크TOP10인버스(합성),7320.0,하락  85,-1.15%,0.0
2171.0,메리츠 레버리지 미국채10년 ETN(H),5810.0,하락  60,-1.02%,0.0
2172.0,대신 인버스 3X 국채30년 ETN,29010.0,보합0,0.00%,0.0
