N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1209.0,에셋플러스 글로벌플랫폼액티브,13830.0,상승  415,+3.09%,0.0,,,
1210.0,SOL 미국30년국채액티브(H),8805.0,하락  75,-0.84%,0.0,,,
1211.0,삼성 미국 대형 성장주 ETN(H),24865.0,보합0,0.00%,0.0,,,
1212.0,웰바이오텍,545.0,보합0,0.00%,500.0,721.0,602.0,-159.0
1213.0,평화산업,901.0,상승  11,+1.24%,500.0,5640.0,2524.0,99.0
1214.0,삼성 미국 대형 가치주 ETN,24625.0,보합0,0.00%,0.0,,,
1215.0,KODEX TRF7030,18900.0,상승  235,+1.26%,0.0,,,
1216.0,SOL 머니마켓액티브,50985.0,상승  15,+0.03%,0.0,,,
1217.0,하나 Solactive US Tech Top 10 ETN(H),24390.0,보합0,0.00%,0.0,,,
1218.0,미래에셋 0.5X 코스닥150 선물 ETN,9755.0,보합0,0.00%,0.0,,,
1219.0,유성기업,1870.0,하락  4,-0.21%,500.0,3115.0,4396.0,80.0
1220.0,부국철강,2425.0,상승  10,+0.41%,500.0,1914.0,1561.0,24.0
1221.0,SJM홀딩스,3245.0,상승  30,+0.93%,500.0,2028.0,3398.0,147.0
1222.0,미래에셋 레버리지 코스닥150 선물 ETN,24175.0,상승  270,+1.13%,0.0,,,
1223.0,미래에셋 레버리지 코스피200 선물 ETN,24110.0,상승  815,+3.50%,0.0,,,
1224.0,PLUS 일본반도체소부장,12970.0,하락  10,-0.08%,0.0,,,
1225.0,에쓰씨엔지니어링,1368.0,하락  16,-1.16%,500.0,1360.0,993.0,10.0
1226.0,PLUS 고배당주채권혼합,12260.0,하락  30,-0.24%,0.0,,,
1227.0,메타케어,290.0,상승  6,+2.11%,500.0,558.0,1553.0,-89.0
1228.0,SOL 금융지주플러스고배당,10720.0,상승  20,+0.19%,0.0,,,
1229.0,문배철강,2315.0,하락  5,-0.22%,500.0,1636.0,2316.0,-34.0
1230.0,삼성 레버리지 은 선물 ETN(H),15775.0,상승  155,+0.99%,0.0,,,
1231.0,신한 레버리지 다우존스지수 선물 ETN(H),47320.0,상승  565,+1.21%,0.0,,,
1232.0,마이다스 코스피액티브,19685.0,상승  175,+0.90%,0.0,,,
1233.0,영화금속,910.0,보합0,0.00%,500.0,2923.0,2100.0,94.0
1234.0,우성,15170.0,상승  50,+0.33%,5000.0,6348.0,4253.0,57.0
1235.0,HANARO e커머스,9460.0,상승  60,+0.64%,0.0,,,
1236.0,케이탑리츠,973.0,하락  4,-0.41%,1000.0,269.0,2131.0,205.0
1237.0,신풍,1335.0,상승  86,+6.89%,500.0,269.0,1042.0,-40.0
1238.0,N2 S&P500 버퍼10% 9월 ETN,15545.0,보합0,0.00%,0.0,,,
1239.0,상상인증권,430.0,하락  2,-0.46%,1000.0,1822.0,21738.0,10.0
1240.0,TIGER 일본반도체FACTSET,11760.0,상승  235,+2.04%,0.0,,,
1241.0,메리츠 레버리지 미국채30년 ETN(H),4645.0,하락  105,-2.21%,0.0,,,
1242.0,KODEX 인도타타그룹,10640.0,하락  85,-0.79%,0.0,,,
1243.0,RISE 국고채3년,109985.0,상승  45,+0.04%,0.0,,,
1244.0,마스턴프리미어리츠,1510.0,상승  4,+0.27%,1000.0,43.0,1604.0,17.0
1245.0,현대건설우,43600.0,보합0,0.00%,5000.0,,,
1246.0,TIGER 차이나HSCEI,11200.0,상승  105,+0.95%,0.0,,,
1247.0,한창제지,768.0,상승  38,+5.21%,500.0,2760.0,2889.0,-115.0
1248.0,세우글로벌,1596.0,상승  5,+0.31%,500.0,361.0,545.0,24.0
1249.0,KB 천연가스 선물 ETN(H),4575.0,하락  80,-1.72%,0.0,,,
1250.0,SJM,2925.0,상승  45,+1.56%,500.0,1989.0,2516.0,132.0
1251.0,ACE 미국주식베스트셀러,18255.0,상승  735,+4.20%,0.0,,,
1252.0,RISE 버크셔포트폴리오TOP10,13215.0,상승  210,+1.61%,0.0,,,
1253.0,ACE 5월만기자동연장회사채AA-이상액티브,10380.0,상승  5,+0.05%,0.0,,,
1254.0,KODEX 200타겟위클리커버드콜,9845.0,상승  75,+0.77%,0.0,,,
1255.0,TIGER 레버리지,14600.0,상승  420,+2.96%,0.0,,,
1256.0,KOSEF 미국나스닥100(H),17395.0,상승  235,+1.37%,0.0,,,
1257.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,15070.0,하락  10,-0.07%,0.0,,,
1258.0,시디즈,22550.0,상승  100,+0.45%,500.0,2001.0,951.0,-19.0
1259.0,RISE 대형고배당10TR,18395.0,상승  405,+2.25%,0.0,,,
1260.0,미래에셋 미국 테크&반도체 TOP3 ETN,15010.0,상승  215,+1.45%,0.0,,,
1261.0,계양전기,1651.0,상승  8,+0.49%,500.0,3816.0,2321.0,-39.0
1262.0,KODEX 미국러셀2000(H),13590.0,상승  170,+1.27%,0.0,,,
1263.0,KOSEF 코리아밸류업,9615.0,상승  85,+0.89%,0.0,,,
1264.0,일진디스플,865.0,상승  6,+0.70%,500.0,543.0,1119.0,-80.0
1265.0,한화솔루션우,17300.0,상승  70,+0.41%,5000.0,,,
1266.0,삼성 KRX 금현물 ETN,22200.0,보합0,0.00%,0.0,,,
1267.0,신한 인버스 2X WTI원유 선물 ETN(H),70.0,하락  2,-2.78%,0.0,,,
1268.0,DL이앤씨2우(전환),20900.0,상승  200,+0.97%,5000.0,,,
1269.0,미래산업,822.0,상승  14,+1.73%,500.0,217.0,1022.0,-175.0
1270.0,TIGER 차이나전기차레버리지(합성),5655.0,상승  20,+0.35%,0.0,,,
1271.0,HANARO Fn조선해운,15660.0,상승  10,+0.06%,0.0,,,
1272.0,RISE 코리아밸류업,9630.0,상승  160,+1.69%,0.0,,,
1273.0,KODEX 국채선물10년,69430.0,하락  200,-0.29%,0.0,,,
1274.0,KODEX 유럽탄소배출권선물ICE(H),10840.0,상승  150,+1.40%,0.0,,,
1275.0,삼일씨엔에스,3405.0,하락  10,-0.29%,1000.0,2164.0,3549.0,52.0
1276.0,SK디스커버리우,31850.0,하락  100,-0.31%,5000.0,,,
1277.0,삼성 레버리지 나스닥 100 ETN,43125.0,"상승  1,245",+2.97%,0.0,,,
1278.0,한투 레버리지 금 선물 ETN,42985.0,하락  375,-0.86%,0.0,,,
1279.0,SK케미칼우,20300.0,하락  50,-0.25%,5000.0,,,
1280.0,대원화성,1036.0,상승  33,+3.29%,500.0,1222.0,1384.0,-64.0
1281.0,KODEX 차이나H,19805.0,상승  175,+0.89%,0.0,,,
1282.0,한투 코스피 양매도 3% OTM ETN,8510.0,보합0,0.00%,0.0,,,
1283.0,대신 S&P 인버스 2X 천연가스 선물 ETN,42545.0,상승  505,+1.20%,0.0,,,
1284.0,ACE 글로벌인컴TOP10 SOLACTIVE,11655.0,상승  105,+0.91%,0.0,,,
1285.0,WON 대한민국국고채액티브,57740.0,하락  140,-0.24%,0.0,,,
1286.0,HANARO 32-10 국고채액티브,56750.0,하락  140,-0.25%,0.0,,,
1287.0,우진플라임,2100.0,상승  10,+0.48%,500.0,2121.0,3184.0,91.0
1288.0,아센디오,404.0,상승  11,+2.80%,500.0,69.0,485.0,-104.0
1289.0,미래에셋 미국 AI TOP3 ETN,13945.0,상승  355,+2.61%,0.0,,,
1290.0,영흥,412.0,보합0,0.00%,500.0,5000.0,5441.0,13.0
1291.0,남성,1152.0,상승  1,+0.09%,500.0,697.0,2581.0,-61.0
1292.0,KODEX 미국달러선물레버리지,17100.0,상승  75,+0.44%,0.0,,,
1293.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),41500.0,상승  540,+1.32%,0.0,,,
1294.0,TIGER 글로벌AI인프라액티브,14010.0,상승  540,+4.01%,0.0,,,
1295.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),41355.0,상승  55,+0.13%,0.0,,,
1296.0,KOSEF 글로벌AI반도체,16520.0,상승  485,+3.02%,0.0,,,
1297.0,KOSEF 통안채1년,102965.0,상승  15,+0.01%,0.0,,,
1298.0,TIGER 엔비디아미국채커버드콜밸런스(합성),10275.0,상승  155,+1.53%,0.0,,,
1299.0,TIMEFOLIO 코스피액티브,8925.0,상승  25,+0.28%,0.0,,,
1300.0,HANARO 원자력iSelect,17815.0,하락  5,-0.03%,0.0,,,
1301.0,핸즈코퍼레이션,1857.0,상승  12,+0.65%,500.0,7495.0,9766.0,-215.0
1302.0,RISE 금융채액티브,102875.0,하락  55,-0.05%,0.0,,,
1303.0,WON 단기국공채액티브,53115.0,상승  15,+0.03%,0.0,,,
1304.0,한투 인버스2X일본니케이225선물 ETN(H),16090.0,하락  175,-1.08%,0.0,,,
1305.0,한익스프레스,3345.0,하락  15,-0.45%,500.0,6684.0,4275.0,87.0
1306.0,파워 200,33415.0,상승  505,+1.53%,0.0,,,
1307.0,모나미,2120.0,상승  40,+1.92%,1000.0,1415.0,1959.0,-23.0
1308.0,대림통상,2620.0,보합0,0.00%,1000.0,1457.0,1771.0,-49.0
1309.0,PLUS 미국채30년액티브,52875.0,하락  470,-0.88%,0.0,,,
1310.0,KODEX K-신재생에너지액티브,16515.0,상승  115,+0.70%,0.0,,,
1311.0,RISE 글로벌리얼티인컴,10430.0,상승  115,+1.11%,0.0,,,
1312.0,MH에탄올,5350.0,보합0,0.00%,500.0,1055.0,4452.0,189.0
1313.0,미래에셋 2X 미국 테크&반도체 TOP3 ETN,39245.0,"상승  1,010",+2.64%,0.0,,,
1314.0,유화증권우,2245.0,하락  5,-0.22%,1000.0,,,
1315.0,ACE 삼성그룹섹터가중,13515.0,상승  195,+1.46%,0.0,,,
1316.0,KC코트렐,609.0,상승  9,+1.50%,500.0,4366.0,4144.0,-211.0
1317.0,유니드비티플러스,3675.0,상승  15,+0.41%,1000.0,1688.0,2199.0,-41.0
1318.0,KODEX 미디어&엔터테인먼트,11425.0,상승  235,+2.10%,0.0,,,
1319.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8265.0,상승  50,+0.61%,0.0,,,
1320.0,키움 코스피 200 TR ETN,9675.0,하락  5,-0.05%,0.0,,,
1321.0,TIGER 200 헬스케어,19740.0,보합0,0.00%,0.0,,,
1322.0,삼성 미국 대형 가치주 ETN(H),19320.0,상승  75,+0.39%,0.0,,,
1323.0,신한 금 선물 ETN(H),19310.0,하락  160,-0.82%,0.0,,,
1324.0,부산주공,486.0,보합0,0.00%,500.0,2417.0,2382.0,4.0
1325.0,KODEX 인도Nifty50레버리지(합성),18190.0,하락  90,-0.49%,0.0,,,
1326.0,KOSEF 미국달러선물,16440.0,상승  40,+0.24%,0.0,,,
1327.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,15250.0,상승  455,+3.08%,0.0,,,
1328.0,TIGER S&P글로벌헬스케어(합성),23120.0,상승  415,+1.83%,0.0,,,
1329.0,KODEX 200IT TR,10820.0,상승  350,+3.34%,0.0,,,
1330.0,삼성 레버리지 S&P500 선물 ETN,37755.0,상승  785,+2.12%,0.0,,,
1331.0,SOL 자동차TOP3플러스,10470.0,하락  35,-0.33%,0.0,,,
1332.0,체시스,1161.0,하락  1,-0.09%,500.0,490.0,906.0,46.0
1333.0,한세엠케이,1227.0,상승  6,+0.49%,500.0,3168.0,2685.0,-42.0
1334.0,메리츠 미국채30년 ETN(H),7385.0,하락  85,-1.14%,0.0,,,
1335.0,신한 구리 선물 ETN(H),18455.0,상승  275,+1.51%,0.0,,,
1336.0,TIGER 글로벌클라우드컴퓨팅INDXX,12980.0,상승  225,+1.76%,0.0,,,
1337.0,ACE 200TR,21640.0,상승  315,+1.48%,0.0,,,
1338.0,신풍제약우,16710.0,상승  510,+3.15%,500.0,,,
1339.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,36665.0,상승  875,+2.44%,0.0,,,
1340.0,평화홀딩스,2500.0,상승  25,+1.01%,500.0,7971.0,5609.0,168.0
1341.0,SUN&L,2900.0,상승  25,+0.87%,1000.0,4411.0,6281.0,-302.0
1342.0,유안타증권우,2830.0,하락  20,-0.70%,5000.0,,,
1343.0,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,36465.0,상승  930,+2.62%,0.0,,,
1344.0,TIMEFOLIO 미국S&P500액티브,22485.0,상승  430,+1.95%,0.0,,,
1345.0,TIGER 인버스,5195.0,하락  70,-1.33%,0.0,,,
1346.0,KODEX 미국부동산리츠(H),11865.0,상승  165,+1.41%,0.0,,,
1347.0,KODEX 200ESG,13345.0,상승  255,+1.95%,0.0,,,
1348.0,TIGER 인터넷TOP10,3705.0,하락  20,-0.54%,0.0,,,
1349.0,SOL 미국나스닥100,13210.0,상승  185,+1.42%,0.0,,,
1350.0,에넥스,593.0,하락  9,-1.50%,500.0,2306.0,1440.0,-70.0
1351.0,KODEX iShares미국하이일드액티브,11790.0,상승  55,+0.47%,0.0,,,
1352.0,미래에셋 미국 방위산업 TOP3 ETN,11650.0,상승  45,+0.39%,0.0,,,
1353.0,미래에셋 1.5X 천연가스 선물 ETN,13970.0,하락  360,-2.51%,0.0,,,
1354.0,KODEX 건설,2815.0,상승  30,+1.08%,0.0,,,
1355.0,KODEX 코스피100,25810.0,상승  440,+1.73%,0.0,,,
1356.0,KoAct 글로벌AI&로봇액티브,16555.0,상승  735,+4.65%,0.0,,,
1357.0,PLUS 미국장기우량회사채,96420.0,하락  765,-0.79%,0.0,,,
1358.0,한화투자증권우,7170.0,상승  70,+0.99%,5000.0,,,
1359.0,KODEX 고배당,10110.0,하락  20,-0.20%,0.0,,,
1360.0,신한 레버리지 미국달러 선물 ETN,17185.0,상승  135,+0.79%,0.0,,,
1361.0,미래에셋 미국 자율주행대표기업 ETN,11440.0,상승  485,+4.43%,0.0,,,
1362.0,N2 미국 IT TOP5 ETN(H),48985.0,상승  260,+0.53%,0.0,,,
1363.0,RISE 2차전지TOP10,8785.0,상승  80,+0.92%,0.0,,,
1364.0,DL우,20250.0,상승  100,+0.50%,5000.0,,,
1365.0,솔루스첨단소재1우,2015.0,상승  10,+0.50%,100.0,,,
1366.0,PLUS 미국S&P500,16165.0,상승  210,+1.32%,0.0,,,
1367.0,ACE 인도시장대표BIG5그룹액티브,9560.0,보합0,0.00%,0.0,,,
1368.0,N2 레버리지 금 선물 ETN(H),33765.0,보합0,0.00%,0.0,,,
1369.0,한국전자홀딩스,720.0,상승  7,+0.98%,500.0,2668.0,5031.0,-247.0
1370.0,ACE 포스코그룹포커스,4425.0,상승  35,+0.80%,0.0,,,
1371.0,DL이앤씨우,15870.0,하락  130,-0.81%,5000.0,,,
1372.0,메타랩스,1346.0,하락  14,-1.03%,2500.0,216.0,1119.0,-39.0
1373.0,PLUS 우주항공&UAM,13965.0,상승  5,+0.04%,0.0,,,
1374.0,국보,2110.0,보합0,0.00%,500.0,474.0,914.0,-121.0
1375.0,미래에셋 레버리지 미국 AI TOP3 ETN,33300.0,"상승  1,585",+5.00%,0.0,,,
1376.0,KODEX 한국대만IT프리미어,25590.0,상승  605,+2.42%,0.0,,,
1377.0,삼성 China A50 선물 ETN(H),16630.0,보합0,0.00%,0.0,,,
1378.0,메리츠 레버리지 금 선물 ETN(H),33185.0,하락  610,-1.81%,0.0,,,
1379.0,DAISHIN343 K200,33130.0,상승  120,+0.36%,0.0,,,
1380.0,삼성 레버리지 China A50 선물 ETN(H),33100.0,하락  610,-1.81%,0.0,,,
1381.0,KODEX 금융고배당TOP10타겟위클리커버드콜,9720.0,하락  20,-0.21%,0.0,,,
1382.0,HANARO Fn K-뉴딜디지털플러스,7165.0,보합0,0.00%,0.0,,,
1383.0,KODEX 미국테크1조달러기업포커스,13135.0,상승  175,+1.35%,0.0,,,
1384.0,온타이드,487.0,하락  7,-1.42%,500.0,2244.0,1759.0,-36.0
1385.0,TIGER 유로스탁스50(합성 H),17235.0,하락  125,-0.72%,0.0,,,
1386.0,경인전자,20650.0,보합0,0.00%,5000.0,211.0,751.0,2.0
1387.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,12955.0,하락  305,-2.30%,0.0,,,
1388.0,RISE 컨택트대표,5890.0,상승  40,+0.68%,0.0,,,
1389.0,WISCOM,2090.0,하락  40,-1.88%,500.0,1123.0,1230.0,-29.0
1390.0,WON 미국S&P500,16400.0,상승  130,+0.80%,0.0,,,
1391.0,한성기업,5140.0,하락  60,-1.15%,5000.0,3206.0,2308.0,81.0
1392.0,HANARO MSCI Korea TR,13840.0,상승  180,+1.32%,0.0,,,
1393.0,KB 레버리지 FANG 플러스 ETN(H),63565.0,상승  665,+1.06%,0.0,,,
1394.0,메리츠 KAP 통안채 6개월 ETN,52910.0,보합0,0.00%,0.0,,,
1395.0,전방,18890.0,상승  660,+3.62%,5000.0,948.0,2370.0,-325.0
1396.0,신한 은 선물 ETN(H),15850.0,상승  80,+0.51%,0.0,,,
1397.0,메리츠 3X 레버리지 미국채10년 ETN,52715.0,하락  930,-1.73%,0.0,,,
1398.0,KODEX 증권,7425.0,하락  10,-0.13%,0.0,,,
1399.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),31445.0,보합0,0.00%,0.0,,,
1400.0,HANARO 200선물레버리지,16525.0,상승  540,+3.38%,0.0,,,
1401.0,TIGER 차이나바이오테크SOLACTIVE,5525.0,상승  5,+0.09%,0.0,,,
1402.0,미래에셋 원유선물혼합 ETN(H),31330.0,상승  360,+1.16%,0.0,,,
1403.0,TIGER 글로벌멀티에셋TIF액티브,11705.0,상승  50,+0.43%,0.0,,,
1404.0,SOL 미국AI반도체칩메이커,11460.0,상승  270,+2.41%,0.0,,,
1405.0,한투 일본니케이225선물 ETN(H),10310.0,보합0,0.00%,0.0,,,
1406.0,참엔지니어링,364.0,보합0,0.00%,500.0,763.0,6782.0,-281.0
1407.0,PLUS 미국나스닥테크,36300.0,상승  610,+1.71%,0.0,,,
1408.0,SOL 코리아밸류업TR,9635.0,상승  120,+1.26%,0.0,,,
1409.0,한투 블룸버그 레버리지 WTI원유 선물 ETN,15320.0,상승  440,+2.96%,0.0,,,
1410.0,메리츠 KAP 레버리지 일본 엔화 ETN,20270.0,하락  20,-0.10%,0.0,,,
1411.0,KB 일본 로보틱스 TOP 10 ETN,15150.0,상승  50,+0.33%,0.0,,,
1412.0,ACE KPOP포커스,8075.0,하락  45,-0.55%,0.0,,,
1413.0,KODEX 시스템반도체,8630.0,상승  315,+3.79%,0.0,,,
1414.0,KOSEF 국고채10년레버리지,111125.0,하락  815,-0.73%,0.0,,,
1415.0,RISE 게임테마,8400.0,상승  65,+0.78%,0.0,,,
1416.0,RISE 중장기국공채액티브,109625.0,하락  30,-0.03%,0.0,,,
1417.0,PLUS 미국단기회사채(AAA~A),131795.0,상승  155,+0.12%,0.0,,,
1418.0,원림,12860.0,상승  110,+0.86%,5000.0,844.0,1750.0,51.0
1419.0,태원물산,3850.0,상승  20,+0.52%,500.0,92.0,374.0,-8.0
1420.0,RISE 미국30년국채커버드콜(합성),9580.0,하락  75,-0.78%,0.0,,,
1421.0,신한 브렌트원유 선물 ETN(H),14605.0,상승  145,+1.00%,0.0,,,
1422.0,KODEX 미국S&P500금융,17605.0,상승  110,+0.63%,0.0,,,
1423.0,KR모터스,483.0,상승  3,+0.63%,500.0,784.0,1386.0,-179.0
1424.0,대한방직,5480.0,상승  130,+2.43%,1000.0,1494.0,1807.0,-18.0
1425.0,이화산업,10370.0,상승  10,+0.10%,5000.0,472.0,2660.0,-18.0
1426.0,미래에셋 -2X 미국채울트라30년 선물 ETN,14505.0,보합0,0.00%,0.0,,,
1427.0,신한 S&P500 VIX S/T 선물 ETN D,4815.0,하락  210,-4.18%,0.0,,,
1428.0,메리츠 3X 레버리지 미국채30년 ETN,48015.0,하락  380,-0.79%,0.0,,,
1429.0,TIGER 구리실물,11360.0,상승  55,+0.49%,0.0,,,
1430.0,화인베스틸,928.0,상승  2,+0.22%,500.0,1322.0,1903.0,-198.0
1431.0,미래에셋 미국 제약 TOP3 ETN,9535.0,상승  65,+0.69%,0.0,,,
1432.0,KODEX 3대농산물선물(H),8495.0,하락  100,-1.16%,0.0,,,
1433.0,KODEX 코스피TR,12405.0,상승  160,+1.31%,0.0,,,
1434.0,KODEX K-친환경조선해운액티브,14980.0,하락  25,-0.17%,0.0,,,
1435.0,메리츠 레버리지 국채30년 ETN,7105.0,하락  75,-1.04%,0.0,,,
1436.0,키움 INDXX 미국테크탑10 ETN,28270.0,상승  530,+1.91%,0.0,,,
1437.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),11300.0,하락  250,-2.16%,0.0,,,
1438.0,KOSEF 글로벌퓨처모빌리티,12280.0,상승  320,+2.68%,0.0,,,
1439.0,RISE 5G테크,10250.0,상승  415,+4.22%,0.0,,,
1440.0,세방우,7630.0,보합0,0.00%,500.0,,,
1441.0,대교우B,1448.0,상승  13,+0.91%,500.0,,,
1442.0,KoAct 코리아밸류업액티브,9860.0,상승  70,+0.72%,0.0,,,
1443.0,미래에셋 2X 홍콩H 선물 ETN,28095.0,상승  280,+1.01%,0.0,,,
1444.0,세기상사,5050.0,하락  10,-0.20%,500.0,313.0,510.0,-8.0
1445.0,SOL 미국배당다우존스TR,10795.0,상승  80,+0.75%,0.0,,,
1446.0,BYC우,12980.0,상승  10,+0.08%,500.0,,,
1447.0,비비안,930.0,상승  12,+1.31%,500.0,2173.0,1911.0,49.0
1448.0,메리츠 국채30년 ETN,9180.0,하락  70,-0.76%,0.0,,,
1449.0,한투 인버스일본니케이225선물 ETN(H),9175.0,하락  40,-0.43%,0.0,,,
1450.0,PLUS 코리아밸류업,9645.0,상승  160,+1.69%,0.0,,,
1451.0,동일제강,1344.0,상승  6,+0.45%,500.0,1808.0,1792.0,-29.0
1452.0,미래에셋 인버스 2X 코스피200 선물 ETN,13620.0,하락  420,-2.99%,0.0,,,
1453.0,삼성 레버리지 항셍테크 ETN(H) B,27225.0,상승  510,+1.91%,0.0,,,
1454.0,히어로즈 국고채30년액티브,64460.0,하락  230,-0.36%,0.0,,,
1455.0,RISE 미국AI테크액티브,11240.0,상승  270,+2.46%,0.0,,,
1456.0,코아스,8190.0,하락  140,-1.68%,500.0,737.0,704.0,-30.0
1457.0,ACE 일본반도체,11220.0,하락  35,-0.31%,0.0,,,
1458.0,RISE 미국반도체NYSE(H),14075.0,상승  260,+1.88%,0.0,,,
1459.0,삼성 코스닥 150 TR ETN,8880.0,상승  35,+0.40%,0.0,,,
1460.0,에이엔피,589.0,하락  4,-0.67%,500.0,1409.0,950.0,-18.0
1461.0,KoAct 배당성장액티브,9160.0,하락  20,-0.22%,0.0,,,
1462.0,메리츠 레버리지 인플레이션 국채 ETN,13245.0,하락  10,-0.08%,0.0,,,
1463.0,KODEX 차이나심천ChiNext(합성),9230.0,하락  40,-0.43%,0.0,,,
1464.0,신한 다우존스지수 선물 ETN(H),26340.0,상승  185,+0.71%,0.0,,,
1465.0,TIGER 배당성장,19010.0,하락  40,-0.21%,0.0,,,
1466.0,TIGER 차이나항셍테크레버리지(합성 H),6530.0,상승  85,+1.32%,0.0,,,
1467.0,TIGER 글로벌이노베이션액티브,17465.0,상승  265,+1.54%,0.0,,,
1468.0,한투 블룸버그 인버스 2X WTI원유 선물 ETN,12980.0,하락  320,-2.41%,0.0,,,
1469.0,KODEX 미국S&P500에너지(합성),15030.0,상승  180,+1.21%,0.0,,,
1470.0,FOCUS AI코리아액티브,11720.0,상승  200,+1.74%,0.0,,,
1471.0,TBH글로벌,1234.0,하락  7,-0.56%,500.0,1971.0,1100.0,79.0
1472.0,미래에셋 인버스 2X 옥수수 선물 ETN,25735.0,상승  500,+1.98%,0.0,,,
1473.0,ACE 인도네시아MSCI(합성),9860.0,하락  35,-0.35%,0.0,,,
1474.0,HANARO 글로벌생성형AI액티브,21350.0,상승  635,+3.07%,0.0,,,
1475.0,KODEX 차이나A50,21275.0,보합0,0.00%,0.0,,,
1476.0,RISE 글로벌테크놀로지(합성 H),31905.0,상승  400,+1.27%,0.0,,,
1477.0,KODEX 미국S&P500산업재(합성),33965.0,상승  445,+1.33%,0.0,,,
1478.0,KB 일본 컨슈머 TOP 10 ETN,12665.0,하락  130,-1.02%,0.0,,,
1479.0,KODEX 200롱코스닥150숏선물,9030.0,상승  95,+1.06%,0.0,,,
1480.0,RISE 미국반도체NYSE,15765.0,상승  370,+2.40%,0.0,,,
1481.0,미래아이앤지,872.0,상승  2,+0.23%,500.0,130.0,845.0,32.0
1482.0,KODEX 일본TOPIX100,22365.0,하락  180,-0.80%,0.0,,,
1483.0,대한항공우,22500.0,상승  50,+0.22%,5000.0,,,
1484.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),24910.0,상승  695,+2.87%,0.0,,,
1485.0,RISE 내수주플러스,8250.0,보합0,0.00%,0.0,,,
1486.0,KODEX WTI원유선물인버스(H),4035.0,하락  55,-1.34%,0.0,,,
1487.0,TIGER TSMC파운드리밸류체인,15870.0,상승  460,+2.99%,0.0,,,
1488.0,TIGER 미국방산TOP10,9645.0,상승  40,+0.42%,0.0,,,
1489.0,미래에셋 2X 미국 자율주행대표기업 ETN,24590.0,"상승  1,945",+8.59%,0.0,,,
1490.0,우진아이엔에스,3210.0,상승  70,+2.23%,500.0,1002.0,1135.0,-33.0
1491.0,성문전자,1089.0,상승  4,+0.37%,500.0,451.0,609.0,5.0
1492.0,한투 레버리지 코스닥150선물 ETN,24380.0,상승  345,+1.44%,0.0,,,
1493.0,TIGER 200커버드콜,8120.0,상승  80,+1.00%,0.0,,,
1494.0,미래에셋 레버리지 미국 방위산업 TOP3 ETN,24315.0,상승  100,+0.41%,0.0,,,
1495.0,메리츠 미국채10년 ETN(H),8100.0,하락  50,-0.61%,0.0,,,
1496.0,하나 레버리지 코스닥150 선물 ETN,24300.0,상승  440,+1.84%,0.0,,,
1497.0,메리츠 인플레이션 국채 ETN,12120.0,하락  15,-0.12%,0.0,,,
1498.0,삼성 레버리지 코스닥150 선물 ETN,24175.0,상승  295,+1.24%,0.0,,,
1499.0,신한 레버리지 코스피 200 선물 ETN,24150.0,상승  770,+3.29%,0.0,,,
1500.0,대신 레버리지 코스닥 150 선물 ETN,24140.0,상승  105,+0.44%,0.0,,,
1501.0,삼성 레버리지 코스피200 선물 ETN,24140.0,상승  750,+3.21%,0.0,,,
1502.0,두산퓨얼셀2우B,8080.0,하락  80,-0.98%,100.0,,,
1503.0,SOL 국고채3년,101650.0,하락  75,-0.07%,0.0,,,
1504.0,WON 미국우주항공방산,17145.0,상승  460,+2.76%,0.0,,,
1505.0,메리츠 인버스 천연가스 선물 ETN(H),23985.0,상승  290,+1.22%,0.0,,,
1506.0,TIGER 삼성그룹펀더멘털,10660.0,상승  85,+0.80%,0.0,,,
1507.0,N2 미국달러 SOFR금리 플러스 ETN,11935.0,상승  50,+0.42%,0.0,,,
1508.0,KODEX 차이나2차전지MSCI(합성),6280.0,상승  25,+0.40%,0.0,,,
1509.0,미래에셋 인버스 천연가스 선물 ETN(H),23850.0,상승  335,+1.42%,0.0,,,
1510.0,한투 레버리지 은 선물 ETN,23745.0,상승  350,+1.50%,0.0,,,
1511.0,동원수산,5100.0,상승  40,+0.79%,5000.0,1419.0,1146.0,-194.0
1512.0,KODEX 미국S&P500헬스케어,12410.0,상승  145,+1.18%,0.0,,,
1513.0,KODEX 배당성장채권혼합,13030.0,하락  10,-0.08%,0.0,,,
1514.0,미래에셋 인버스 코스피200 선물 ETN,11725.0,하락  25,-0.21%,0.0,,,
1515.0,한투 레버리지 나스닥100 ETN B,11705.0,상승  275,+2.41%,0.0,,,
1516.0,N2 방위산업 Top5 ETN,11680.0,상승  115,+0.99%,0.0,,,
1517.0,한창,1254.0,보합0,0.00%,500.0,663.0,903.0,2.0
1518.0,신한 인버스 코스피 200 선물 ETN,11660.0,하락  115,-0.98%,0.0,,,
