CNT,LOTID,WNO,REFX,REFY,WSIZE,FZ,CX,CY,FX,FY,STIME,ETIME,EQPID,DEVICE,CUSTOMER,PCID,OPID,PROGRAMNAME,GOODFLAG,SORTFLAG,TMODE,PARA,R1,R2,R3,R4,R5,SI,SCNT,SCT,SIT,STOPTIME,DT,RT,SAT,REPBINPER,SHOT,TESTDIE,GOOD,FAIL,BIN1,BIN2,BIN3,BIN4,BIN5,BIN6,BIN7,BIN8,BIN9,BIN10,BIN11,BIN12,BIN13,BIN14,BIN15,BIN16,BIN17,BIN18,BIN19,BIN20,BIN21,BIN22,BIN23,BIN24,BIN25,BIN26,BIN27,BIN28,BIN29,BIN30,BIN31,BIN32,BIN33,BIN34,BIN35,BIN36,BIN37,BIN38,BIN39,BIN40,BIN41,BIN42,BIN43,BIN44,BIN45,BIN46,BIN47,BIN48,BIN49,BIN50,BIN51,BIN52,BIN53,BIN54,BIN55,BIN56,BIN57,BIN58,BIN59,BIN60,BIN61,BIN62,BIN63,BIN64,BIN65,BIN66,BIN67,BIN68,BIN69,BIN70,BIN71,BIN72,BIN73,BIN74,BIN75,BIN76,BIN77,BIN78,BIN79,BIN80,BIN81,BIN82,BIN83,BIN84,BIN85,BIN86,BIN87,BIN88,BIN89,BIN90,BIN91,BIN92,BIN93,BIN94,BIN95,BIN96,BIN97,BIN98,BIN99,BIN100,BIN101,BIN102,BIN103,BIN104,BIN105,BIN106,BIN107,BIN108,BIN109,BIN110,BIN111,BIN112,BIN113,BIN114,BIN115,BIN116,BIN117,BIN118,BIN119,BIN120,BIN121,BIN122,BIN123,BIN124,BIN125,BIN126,BIN127,BIN128,OD,REALDIE,AVGCTIME,AVGITIME,SUMLOSSTIME,WTIME,BOSTID,PCT,ZHEIGHT,ZMOVE,PTEMP
0,13AN30,14,19,29,8,5,2100,2100,-78944,-54625,20240111232317,20240112000432,IPST802,SM3010A_V,SI-MITUS,SM3010P2-A0118,223098,SM3010AV_FR18P2_BBC_R190,1,P2,NORMAL,18,0,0,78,0,68,200,0,1849.67,327.41,0,0,296.73,0,100,426,6502,6340,162,6340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,130,6426,4.385,0.686,0,41.25,,15.9,23214,500,30
0,GPVHT00000,1,236,21,12,5,980,1460,84340,-116186,20240111214822,20240112000556,IPST014,NO3S001_01,WISOL,NO3S001_01-A0225-R2,224062,NO3S001_01_25P_FT_R007,1,NORMAL,ALLBIN,25,22,0,46795,0,1954,50,0,718.27,1574.56,3244.67,0,2629.09,0,0,1934,46855,1,46854,1,28,0,0,0,0,0,0,0,5,20,46801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46855,0,0,3244.67,137.57,,46.51,26462,-500,30
0,60RZ83,25,17,18,8,5,3750,3750,-71698,-63552,20240111215942,20240112001410,IPS52T008,SM5714A,SI-MITUS,SM5714-A02E,223098,SM5714A_FR08_BBA_R902,1,NORMAL,ALLBIN,8,31,0,124,0,125,200,0,6354.02,132.77,0,0,1580.02,0,43.23,321,1978,1827,151,1827,0,30,0,0,0,9,1,0,1,0,0,0,17,0,0,0,5,0,1,4,6,2,0,2,0,4,0,1,4,2,0,2,0,10,10,1,0,0,1,6,0,2,2,20,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1978,20.404,0.279,0,134.47,,13.95,23206,500,30
0,13AD65,6,19,29,8,5,2100,2100,-79043,-54317,20240111233901,20240112001706,IPST018,SM3010A_X,SI-MITUS,SM3010P2-A0318,523215,SM3010AX_FR18P2_BBC_R190,1,P2,NORMAL,18,0,0,46,0,46,200,0,1845.39,248.44,0,0,191.04,0,100,426,6502,6315,187,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,1,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,120,6413,4.381,0.464,0,38.08,,15.47,22948,500,30
0,139Q28,23,19,29,8,5,2100,2100,-78927,-54630,20240111234555,20240112002635,IPS52T002,SM3010_S,SI-MITUS,SM3010P1-A0418,224062,SM3010S_FR18P1_LBD_R182,1,P1,ALLBIN,18,4,0,37,0,39,200,0,2068.02,236.29,0,0,134.01,0,51.22,426,6502,6431,71,6431,0,4,0,1,30,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,4,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,6502,4.93,0.413,0,40.67,,14.11,23342,500,30
0,13A622,24,19,29,8,5,2100,2100,-78940,-54623,20240111234950,20240112002854,IPST803,SM3010_S,SI-MITUS,SM3010P1-A0118,523225,SM3010S_FR18P1_BBD_R182,1,P1,ALLBIN,18,1,0,10,0,11,200,0,2066.26,239.98,0,0,36.52,0,9.09,426,6502,6446,56,6446,0,1,3,0,20,8,1,0,1,5,0,0,0,1,0,0,0,0,0,0,1,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,6502,4.927,0.418,0,39.07,,14.11,23355,500,30
0,60T5YP,5,17,18,8,5,3750,3750,-71703,-63551,20240111222322,20240112002945,IPS52T017,SM5714A,SI-MITUS,SM5714-A01E,523225,SM5714A_FR08_BBA_R902,1,NORMAL,ALLBIN,8,4,0,62,0,64,200,0,6524.48,128.44,0,0,928.14,0,50,321,1978,1886,92,1886,0,4,0,0,0,4,0,0,1,0,0,0,20,1,0,1,2,0,0,2,3,0,0,0,3,3,0,0,1,1,0,0,1,6,7,0,0,0,0,0,0,4,0,17,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1978,20.407,0.274,0,126.38,,14,23858,500,30
0,N22954.1,16,116,12,8,5,460,650,-43491,-88725,20240111231221,20240112002956,AT200,NL2A003,NRLAB,NL2A003-A0164,222110,NL2A003_64P_CP_R001,1,NORMAL,ALLBIN,64,184,0,0,0,26,50,0,1471.92,2742.41,371.02,0,60.22,0,0,1728,97162,78044,19118,78044,184,0,16410,0,0,1188,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,97162,0.898,1.688,371.02,77.58,,20.08,22157,500,30
0,YFL0503,3,37,6,8,5,2620,2970,0,-80045,20240111223959,20240112004357,AT203,HL7132FWL01,HALOMICRO,HL7132FT-A0608,220078,HL7132FWL01_402_V05_T08,1,NORMAL,ALLBIN,8,0,0,20,0,19,0,0,6990.41,269.73,0,0,174.63,0,0,486,3597,3470,127,3470,0,0,0,0,9,20,0,0,0,32,1,0,0,0,0,0,2,4,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,4,0,11,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3597,14.581,0.416,0,123.97,,15.17,31641,500,30.2
0,60T4NW,5,17,18,8,5,3750,3750,-71696,-63564,20240111223235,20240112004517,IPS52T016,SM5714A,SI-MITUS,SM5714-A20E,523225,SM5714A_FR08_BBA_R902,1,NORMAL,ALLBIN,8,6,0,117,0,104,200,0,6479.59,127.33,0,0,1354.73,0,38.21,321,1978,1824,154,1824,0,6,0,0,0,12,1,1,1,4,0,0,15,0,0,1,8,0,0,2,17,1,0,2,3,2,0,1,4,1,0,2,0,21,5,3,0,0,1,4,3,3,1,20,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1978,20.388,0.271,0,132.7,,13.97,23498,500,30
0,13B242,1,55,10,8,5,1750,2940,-188,-64898,20240111224149,20240112004618,AT209,KTZ8866EKAA-TR-DBAAA,KINETIC,KTZ8866FT-A0106,222110,5BX8866XXX_WGC06_M1F04,1,NORMAL,ALLBIN,6,0,0,42,0,42,100,0,6960.82,427.28,0,0,78.21,0,16.67,973,5545,5492,53,5492,0,0,0,0,0,34,4,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5545,7.235,0.3335,0,124.48,,17.18,30173,500,29.9
0,3355170,13,18,29,8,5,1600,1200,-68025,-61811,20240111235846,20240112004634,AT207,KTU1188GEFAE-TR-DHALA,KINETIC,KTU1188CP-A0116,220078,DH1188G_AFAEAD16_MCP02,1,P1,ALLBIN,16,132,0,110,0,166,200,0,1752.41,850.97,0,0,262.94,0,90.5,974,14767,14744,23,14744,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14767,1.84406,0.53072,0,47.8,,17.11,29031,500,30.2
0,KC13246,16,77,17,8,5,1240,1240,-23,-75784,20240111223537,20240112005546,E364BT002,HL5095KAWL01,HALOMICRO,HL5095KFT-E0212,224062,HL5095KAWL01_104KL_V03,1,NORMAL,NORMAL,12,0,0,1801,0,1171,200,0,4875.84,497.55,0,0,2953.53,0,79.46,1607,18331,17666,665,17666,0,0,0,0,2,0,174,0,1,7,198,129,100,2,2,2,0,0,0,5,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,18331,3.08003,0.21501,0,140.15,,9.06,26823,-500,30
0,13AN30,15,19,29,8,5,2100,2100,-78956,-54643,20240112000551,20240112005606,IPST802,SM3010A_V,SI-MITUS,SM3010P2-A0118,223098,SM3010AV_FR18P2_BBC_R190,1,P2,NORMAL,18,0,0,252,0,197,200,0,1848.87,326.56,0,0,838.96,0,100,426,6502,6351,151,6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,130,6423,4.38,0.684,0,50.25,,16.01,23212,500,30
0,13AD65,7,19,29,8,5,2100,2100,-79066,-54359,20240112001839,20240112005835,IPST018,SM3010A_X,SI-MITUS,SM3010P2-A0318,523215,SM3010AX_FR18P2_BBC_R190,1,P2,NORMAL,18,0,0,77,0,69,200,0,1848.81,260.27,0,0,286.09,0,100,426,6502,6344,158,6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,120,6433,4.38,0.464,0,39.93,,16.64,22948,500,30
0,KC19330,16,10,47,8,5,2630,2630,-94648,1638,20240111233833,20240112005908,IPS52T015,SM5461,SI-MITUS,SM5461-A0424,224062,SM5461_FR24P2_LBE_R001,1,P2,NORMAL,24,0,0,265,0,147,200,0,3496.5,110.75,0,0,1226.29,0,22.26,217,3996,3780,216,3780,0,0,0,0,0,6,2,3,0,112,0,3,5,0,0,27,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,170,3987,16.656,0.378,0,80.58,,13.26,23487,500,30
0,KC19343,4,10,47,8,5,2630,2630,-94646,1620,20240111235422,20240112010240,IPS52T020,SM5461,SI-MITUS,SM5461-A0224,224083,SM5461_FR24P2_LBE_R001,1,P2,NORMAL,24,0,0,104,0,89,200,0,3512.61,112.4,0,0,472.04,0,10.58,217,3996,3887,109,3887,0,0,0,0,1,7,2,1,0,33,0,1,4,5,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,170,3983,16.71,0.376,0,68.3,,14.29,23849,500,29.9
0,139Q28,24,19,29,8,5,2100,2100,-78931,-54634,20240112002757,20240112010640,IPS52T002,SM3010_S,SI-MITUS,SM3010P1-A0418,224062,SM3010S_FR18P1_LBD_R182,1,P1,ALLBIN,18,1,0,8,0,8,200,0,2068.95,225.38,0,0,27.6,0,11.11,426,6502,6452,50,6452,0,1,1,2,16,7,0,0,0,5,1,1,1,0,0,0,0,0,0,0,2,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,6502,4.932,0.414,0,38.72,,14.05,23344,500,29.9
0,13A622,25,19,29,8,5,2100,2100,-78942,-54623,20240112003011,20240112010910,IPST803,SM3010_S,SI-MITUS,SM3010P1-A0118,523225,SM3010S_FR18P1_BBD_R182,1,P1,ALLBIN,18,5,0,11,0,14,200,0,2065.86,230.87,0,0,40.96,0,25,426,6502,6437,65,6437,0,5,2,2,23,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,6502,4.926,0.421,0,38.98,,14.18,23353,500,30
0,60T54H,16,17,18,8,5,3750,3750,-71692,-63550,20240111225333,20240112011532,IPS52T019,SM5714A,SI-MITUS,SM5714-A23E,223098,SM5714A_FR08_BBA_R902,1,NORMAL,ALLBIN,8,11,0,137,0,127,200,0,6435.28,138.25,0,0,1944.37,0,60.81,321,1978,1843,135,1843,0,12,0,2,0,11,0,0,3,0,1,0,7,0,1,0,5,0,0,0,7,1,0,1,1,0,0,2,0,0,0,2,0,11,12,3,0,0,0,1,0,2,0,44,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1978,20.397,0.275,0,141.98,,20.12,23772,500,30
0,13AU60,25,55,10,8,5,1750,2940,-201,-64884,20240111231538,20240112012156,AT204,KTZ8866EKAA-TR-DBAAA,KINETIC,KTZ8866FT-A0206,222110,5BX8866XXX_WGC06_M1F04,1,NORMAL,ALLBIN,6,12,0,102,0,103,100,0,6781.24,559.67,0,0,235.34,0,21.93,973,5545,5430,115,5430,0,0,0,12,0,77,6,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5545,7.115,0.443,0,126.3,,14.97,28640,500,30
0,QJJ0532,1,38,20,8,3,1960,1160,-42613,-84107,20240111215903,20240112012531,IPST017,SM5109C_C,SI-MITUS,SM5109C-A0136,224062,SM5109CC_FR36_BB_R110,1,NORMAL,ALLBIN,36,52,0,601,0,335,200,0,1912.24,346.21,8871.69,0,1308.54,0,86.68,443,12424,12337,87,12337,3,4,0,0,2,0,8,5,34,0,8,1,5,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,12424,4.526,0.596,8871.69,206.47,,19.3,23328,500,30
0,60T6XX,17,17,18,8,5,3750,3750,-71709,-63556,20240111232112,20240112012855,IPS52T022,SM5714A,SI-MITUS,SM5714-A09E,223098,SM5714A_FR08_BBA_R902,1,NORMAL,ALLBIN,8,8,0,89,0,85,200,0,6418.6,141.29,0,0,1101.38,0,43.3,321,1978,1839,139,1839,0,9,0,8,0,13,2,0,1,7,0,0,13,0,0,0,4,0,1,2,1,3,1,3,3,1,0,0,1,2,0,0,0,14,12,2,0,0,0,1,0,6,0,22,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1978,20.409,0.273,0,127.72,,14.01,23588,500,30
0,13AD65,8,19,29,8,5,2100,2100,-79052,-54345,20240112010005,20240112013637,IPST018,SM3010A_X,SI-MITUS,SM3010P2-A0318,523215,SM3010AX_FR18P2_BBC_R190,1,P2,NORMAL,18,0,0,22,0,22,200,0,1843.1,245.79,0,0,102.07,0,95.45,425,6502,6331,171,6331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,6422,4.381,0.464,0,36.53,,13.88,22948,500,29.9
0,3355170,14,18,29,8,5,1600,1200,-68026,-61816,20240112004806,20240112013805,AT207,KTU1188GEFAE-TR-DHALA,KINETIC,KTU1188CP-A0116,220078,DH1188G_AFAEAD16_MCP02,1,P1,ALLBIN,16,245,0,101,0,170,200,0,1743.22,829.01,0,0,425.94,0,95.38,974,14767,14734,33,14734,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14767,1.83719,0.52817,0,49.98,,13.54,29033,500,30.5
0,N22954.1,17,116,12,8,5,460,650,-43494,-88725,20240112003258,20240112014447,AT200,NL2A003,NRLAB,NL2A003-A0164,222110,NL2A003_64P_CP_R001,1,NORMAL,ALLBIN,64,192,0,0,0,31,50,0,1483.64,2746.47,0,0,69.82,0,0,1728,97162,85580,11582,85580,192,0,8579,0,0,1368,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,97162,0.899,1.576,0,71.82,,14.2,22157,500,30
0,13AN30,16,19,29,8,5,2100,2100,-78927,-54646,20240112005725,20240112014527,IPST802,SM3010A_V,SI-MITUS,SM3010P2-A0118,223098,SM3010AV_FR18P2_BBC_R190,1,P2,NORMAL,18,0,0,201,0,164,200,0,1849.99,327.94,0,0,703.51,0,100,426,6502,6351,151,6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,130,6435,4.383,0.684,0,48.03,,15.67,23211,500,30
0,QHY0090,7,11,50,8,5,2680,2680,-95155,11296,20240111234825,20240112014855,IPS52T001,SM5450_C,SI-MITUS,SM5450-A0124,223098,SM5450C_FR24_LBB_R008,1,NORMAL,ALLBIN,24,6,0,114,0,94,200,0,5541.17,133.81,0,0,1552.94,0,28.33,212,3906,3796,110,3796,1,5,2,0,0,0,2,0,0,4,0,23,2,0,0,0,0,0,0,0,0,13,1,12,18,0,0,0,3,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3906,27.15,0.485,0,120.5,,12.26,23688,500,30
0,13AU60,6,55,10,8,5,1750,2940,-198,-64885,20240112012800,20240112015020,AT204,KTZ8866EKAA-TR-DBAAA,KINETIC,KTZ8866FT-A0206,222110,5BX8866XXX_WGC06_M1Q04,1,EFR,ALLBIN,6,0,0,1,0,1,100,0,1183.83,146.92,0,0,0,0,50,225,5545,5486,59,5486,0,0,0,4,0,36,2,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1337,5.255,0.46,0,22.33,,14.73,28643,500,30
